//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
950 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Woman - 2
988 - 570 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE
//Woman - 2
989 - 570 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE
//Woman - 2
990 - 570 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE
//Farmer - 7
997 - 910 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Thief - 16
998 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE
//Guard - 21
999 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE
//Wizard - 9
1000 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE
//Man - 2
1002 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Al-Kharid warrior - 9
1004 - 20 -1 -1 -1 4 1 60 15 MELEE -1 -1 AGRESSIVE
//White Knight - 36
1007 - 730 -1 -1 -1 5 1 60 200 MAGE -1 -1 AGRESSIVE
//Paladin - 62
1009 - 640 5327 5328 5329 5 2 60 72 MELEE -1 -1 AGRESSIVE
//Hero - 69
1017 - 30 24185 5388 3806 5 1 60 15 MELEE -1 -1 PASSIVE
//Man - 2
1018 - 70 24185 5388 3806 4 1 60 15 MELEE -1 -1 PASSIVE
//Fire elemental - 35
1019 - 300 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//Guard - 20
1020 - 350 -1 -1 -1 7 1 60 49 MELEE -1 -1 AGRESSIVE
//Shipyard worker - 11
1021 - 300 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Shipyard worker - 11
1022 - 300 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Chicken - 1
1044 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Duck - 1
1045 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Rat - 1
1046 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Oomlie bird - 46
1053 - 450 -1 -1 -1 5 1 60 30 MELEE -1 -1 AGRESSIVE
//Hellhound - 122
1085 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//King Black Dragon - 276
1087 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Frost dragon - 166
1088 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Baby blue dragon - 48
1089 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Red dragon - 152
1092 - 530 -1 -1 -1 8 1 60 60 MELEE -1 -1 PASSIVE
//Black dragon - 227
1096 - 1400 -1 -1 -1 7 1 60 300 MELEE -1 -1 AGRESSIVE
//Blue dragon - 111
1097 - 1260 -1 -1 -1 4 1 60 250 MELEE -1 -1 PASSIVE
//Shadow spider - 52
1098 - 1200 -1 -1 -1 6 1 60 233 MELEE -1 -1 AGRESSIVE
//Giant spider - 2
1101 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Giant spider - 27
1102 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Spider - 1
1103 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Jungle spider - 44
1104 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Deadly red spider - 34
1105 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Ice spider - 61
1106 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Zombie - 13
1107 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Zombie - 18
1108 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Zombie - 24
1109 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Zombie - 25
1110 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Giant bat - 21
1111 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Death wing - 83
1112 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Cow - 2
1115 - 2540 7060 7061 7062 6 4 150 610 SPECIAL2 -1 -1 AGRESSIVE
//Lesser demon - 82
1116 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE
//Greater demon - 92
1117 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE
//Black demon - 172
1118 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Giant rat - 2
1119 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Giant rat - 6
1120 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Dungeon rat - 12
1121 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Skeleton Mage - 16
1122 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//White wolf - 38
1123 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Goblin - 2
1124 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Goblin - 5
1125 - 1200 -1 -1 -1 4 1 60 280 MELEE -1 -1 PASSIVE
//Goblin - 13
1127 - 900 -1 -1 -1 4 1 60 120 MELEE -1 -1 PASSIVE
//Ghost - 19
1129 - 900 -1 -1 -1 4 1 60 120 MELEE -1 -1 PASSIVE
//Ghost - 19
1138 - 910 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Grizzly bear - 21
1153 - 400 19487 19441 19486 5 1 60 34 MELEE -1 -1 PASSIVE
//Black bear - 19
1154 - 900 19439 19441 19442 4 1 60 80 MELEE -1 -1 AGRESSIVE
//Scorpion - 14
1155 - 1240 6224 6227 -1 4 1 60 124 MELEE -1 -1 AGRESSIVE
//Poison Scorpion - 20
1156 - 400 6223 6227 6228 5 1 60 34 MELEE -1 -1 PASSIVE
//Pit Scorpion - 28
1157 - 1240 6224 6232 -1 4 1 60 124 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1158 - 4000 24275 24274 24276 5 2 -1 314 SPECIAL -1 -1 AGRESSIVE
//Ice giant - 53
1160 - 4000 24277 24278 24279 5 4 60 314 SPECIAL -1 -1 AGRESSIVE
//Moss giant - 42
1172 - 1000 -1 -1 -1 5 1 60 94 MELEE -1 -1 AGRESSIVE
//Jogre - 53
1192 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Mogre - 60
1193 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Ogre - 53
1194 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Cyclops - 56
1195 - 350 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Hill Giant - 28
1196 - 350 -1 -1 -1 4 1 60 29 MELEE -1 -1 PASSIVE
//dwarf
1197 - 350 -1 -1 -1 4 1 60 29 MELEE -1 -1 PASSIVE
//
1200 - 1120 -1 -1 -1 6 1 60 157 MELEE -1 -1 AGRESSIVE
//Earth warrior - 51
1203 - 1120 -1 -1 -1 6 1 60 157 MELEE -1 -1 AGRESSIVE
//Ice warrior - 57
1204 - 1120 -1 -1 -1 6 1 60 157 MELEE -1 -1 AGRESSIVE
//Otherworldly being - 64
1218 - 500 -1 -1 -1 5 1 60 70 MELEE -1 -1 AGRESSIVE
//Magic axe - 42
1219 - 450 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Poison spider - 64
1227 - 80 -1 -1 -1 4 1 60 20 RANGE -1 -1 PASSIVE
//Terrorbird - 28
1230 - 120 -1 -1 -1 4 1 60 40 RANGE -1 -1 PASSIVE
//Terrorbird - 28
1232 - 90 -1 -1 -1 4 1 60 20 RANGE -1 -1 PASSIVE
//Soulless - 18
1233 - 4760 7834 7832 7833 5 4 0 152 SPECIAL -1 -1 PASSIVE
//Big Wolf - 73
1234 - 4760 7834 7832 7833 5 4 0 152 SPECIAL -1 -1 PASSIVE
//Jungle Wolf - 64
1235 - 120 -1 -1 -1 4 1 60 40 RANGE -1 -1 PASSIVE
//King Scorpion - 32
1240 - 380 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Ice warrior - 57
1241 - 380 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Shadow warrior - 48
1243 - 560 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Gnome woman - 1
1244 - 560 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Gnome woman - 1
1245 - 740 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Man - 2
1246 - 740 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Dark wizard - 20
1247 - 920 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Invrigar the Necromancer - 20
1248 - 920 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Dark wizard - 7
1249 - 1100 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Mugger - 6
1250 - 1100 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Black Knight - 33
1264 - 1200 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Black Knight - 33
1265 - 510 -1 -1 -1 5 1 1 15 MELEE -1 -1 AGRESSIVE
//Highwayman - 5
1267 - 510 -1 -1 -1 5 1 60 15 MELEE -1 -1 AGRESSIVE
//Chaos druid - 13
1279 - 690 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Pirate - 23
1306 - 500 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//Pirate - 23
1307 - 510 -1 -1 -1 7 1 60 69 MELEE -1 -1 PASSIVE
//Pirate - 26
1308 - 510 -1 -1 -1 4 1 60 65 MELEE -1 -1 PASSIVE
//Rogue - 15
1319 - 600 -1 -1 -1 4 1 60 63 MELEE -1 -1 PASSIVE
//Monk of Zamorak - 22
1320 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Monk of Zamorak - 17
1321 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Monk of Zamorak - 45
1326 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Chaos druid warrior - 37
1327 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Jailer - 47
1328 - 150 -1 -1 -1 4 1 60 25 MELEE -1 -1 PASSIVE
//Black Heather - 34
1329 - 250 -1 -1 -1 4 1 60 32 MELEE -1 -1 PASSIVE
//Donny the Lad - 34
1330 - 690 -1 -1 -1 4 1 60 69 MELEE -1 -1 AGRESSIVE
//Speedy Keith - 34
1351 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Salarin the Twisted - 70
1352 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Black Knight Titan - 120
1353 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Dungeon rat - 12
1354 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Renegade Knight - 37
1355 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Thrantax the Mighty - 92
1356 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Sir Mordred - 39
1367 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Khazard Guard - 23
1368 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Khazard Guard - 23
1381 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Bouncer - 137
1386 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Guardian of Armadyl - 45
1388 - 10 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Fire Warrior of Lesarkus - 84
1389 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Thief - 14
1390 - 10 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Guard - 21
1391 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Guard - 21
1392 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Guard - 21
1401 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Guard - 21
1402 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Ogre - 58
1403 - 50 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Cow - 2
1404 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Bat - 6
1442 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Goblin - 5
1443 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Goblin - 5
1444 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Giant rat - 3
1445 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Jail guard - 26
1446 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Jail guard - 26
1447 - 1330 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Jail guard - 26
1456 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//Skeleton warlock - 11
1457 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//Khazard trooper - 19
1458 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//Khazard warlord - 112
1459 - 1300 -1 -1 -1 5 1 60 144 MELEE -1 -1 AGRESSIVE
//Ghost - 24
1460 - 1300 -1 -1 -1 5 1 60 144 MELEE -1 -1 AGRESSIVE
//Grave scorpion - 12
1466 - 900 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//Undead one - 68
1467 - 600 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//Undead one - 68
1472 - 1700 -1 -1 -1 2 1 60 320 MELEE -1 -1 AGRESSIVE
//Undead one - 73
1473 - 20 -1 -1 -1 4 1 60 15 MELEE -1 -1 AGRESSIVE
//Nazastarool - 91
1478 - 350 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Nazastarool - 68
1532 - 500 -1 -1 -1 4 0 0 0 SPECIAL -1 -1 PASSIVE
//Nazastarool - 93
1533 - 500 -1 -1 -1 4 4 0 0 SPECIAL -1 -1 PASSIVE
//Fortress guard - 20
1536 - 400 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Jonny the beard - 2
1539 - 390 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Chronozon - 170
1540 - 1000 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Black demon - 172
1549 - 300 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Tower Archer - 19
1556 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE
//Tower Archer - 34
1558 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Tower Archer - 49
1560 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Tower Archer - 64
1562 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Angry barbarian spirit - 166
1564 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Enraged barbarian spirit - 166
1565 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Berserk barbarian spirit - 166
1575 - 950 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1582 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1583 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1584 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1585 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1586 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Moss giant - 42
1587 - 600 4652 4651 4653 7 4 30 110 MELEE -1 -1 AGRESSIVE
//Moss giant - 42
1588 - 600 4652 4651 4653 7 4 30 110 MELEE -1 -1 AGRESSIVE
//Baby red dragon - 48
1589 - 500 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Bronze dragon - 131
1590 - 1220 13158 13163 13159 5 1 60 123 SPECIAL -1 -1 AGRESSIVE
//Iron dragon - 189
1591 - 1650 13158 13163 13159 5 1 60 203 SPECIAL -1 -1 AGRESSIVE
//Steel dragon - 246
1592 - 2100 13158 13163 13159 5 1 60 225 SPECIAL -1 -1 AGRESSIVE
//Wild dog - 63
1593 - 620 -1 -1 -1 5 1 60 68 MELEE -1 -1 AGRESSIVE
//Wild dog - 63
1594 - 620 -1 -1 -1 5 1 60 68 MELEE -1 -1 AGRESSIVE
//Steel dragon - 246
1595 - 3000 13158 13163 13159 5 1 60 225 SPECIAL -1 -1 AGRESSIVE
//Steel dragon - 246
1596 - 3500 13158 13163 13159 5 1 60 225 SPECIAL -1 -1 AGRESSIVE
//Steel dragon - 246
1597 - 2500 13158 13163 13159 5 1 60 225 SPECIAL -1 -1 AGRESSIVE
//Steel dragon - 246
1599 - 6000 13158 13163 13159 5 1 60 225 SPECIAL -1 -1 AGRESSIVE
//Cave crawler - 23
1600 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Cave crawler - 23
1601 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Cave crawler - 23
1602 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Cave crawler - 23
1603 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Aberrant spectre - 96
1604 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Aberrant spectre - 96
1605 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Aberrant spectre - 96
1606 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Aberrant spectre - 96
1607 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Kurask - 106
1608 - 970 9439 9441 9440 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Kurask - 106
1609 - 970 9439 9441 9440 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Gargoyle - 111
1610 - 1050 24657 24658 24659 5 1 60 119 MELEE -1 -1 AGRESSIVE
//Swarming turoth - 89
1611 - 100 9476 9478 9477 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Banshee - 23
1612 - 220 9449 9451 9450 5 1 60 29 MELEE -1 -1 PASSIVE
//Nechryael - 115
1613 - 1050 23827 23829 23828 5 1 60 119 MELEE -1 -1 PASSIVE
//Death spawn - 46
1614 - 600 9459 9461 9460 5 1 60 50 MELEE -1 -1 AGRESSIVE
//Abyssal demon - 124
1615 - 1500 24431 1537 24435 5 1 60 82 MELEE -1 -1 PASSIVE
//Basilisk - 61
1616 - 750 260 261 264 5 1 60 59 MELEE -1 -1 PASSIVE
//Basilisk - 61
1617 - 750 260 261 264 5 1 60 59 MELEE -1 -1 PASSIVE
//Bloodveld - 76
1618 - 1200 9130 9132 9131 5 1 60 59 MELEE -1 -1 PASSIVE
//Bloodveld - 76
1619 - 1200 9434 9436 9435 5 1 60 59 MELEE -1 -1 PASSIVE
//Cockatrice - 37
1620 - 370 7762 7761 7763 5 1 60 51 MELEE -1 -1 PASSIVE
//Cockatrice - 37
1621 - 370 7762 7761 7763 5 1 60 51 MELEE -1 -1 PASSIVE
//Turoth - 89
1623 - 810 9471 9473 9472 5 1 60 97 MELEE -1 -1 PASSIVE
//Dust devil - 93
1624 - 1050 24033 -1 24030 5 1 60 90 MELEE -1 -1 AGRESSIVE
//Dust devil - 93
1625 - 1050 24033 -1 24030 5 1 60 90 MELEE -1 -1 AGRESSIVE
//Turoth - 87
1626 - 790 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE
//Turoth - 85
1627 - 770 9481 9483 9486 5 1 60 97 MELEE -1 -1 PASSIVE
//Turoth - 83
1628 - 760 9481 9483 9482 5 1 60 97 MELEE -1 -1 PASSIVE
//Turoth - 88
1629 - 800 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE
//Turoth - 88
1630 - 800 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE
//Rockslug - 29
1631 - 270 23855 9508 23850 4 1 60 41 MELEE -1 -1 PASSIVE
//Rockslug - 29
1632 - 270 23855 9508 23850 4 1 60 41 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
1633 - 450 17492 8084 17491 4 1 60 44 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
1634 - 450 17492 8084 17491 4 1 60 44 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
1635 - 450 17492 8084 17491 4 1 60 44 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
1636 - 450 17492 8084 17491 4 1 60 44 MELEE -1 -1 PASSIVE
//Jelly - 78
1637 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Jelly - 78
1638 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Jelly - 78
1639 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Jelly - 78
1640 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Jelly - 78
1641 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Jelly - 78
1642 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Pee Hat - 91
1643 - 600 23995 7198 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Kraka - 91
1644 - 600 23995 7198 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Thrower Troll - 67
1645 - 600 23995 7198 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Thrower Troll - 67
1646 - 600 23995 7198 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Thrower Troll - 67
1647 - 600 23995 7198 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Thrower Troll - 67
1648 - 300 -1 -1 -1 5 1 5 15 MELEE -1 -1 AGRESSIVE
//Thrower Troll - 67
1681 - 1200 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Mountain troll - 69
1691 - 80 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Mountain troll - 69
1692 - 300 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Mountain troll - 69
1698 - 510 -1 -1 -1 5 1 60 74 MELEE -1 -1 PASSIVE
//Mountain troll - 69
1710 - 150 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//Mountain troll - 69
1711 - 200 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//Mountain troll - 69
1712 - 300 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//Mountain troll - 69
1751 - 340 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Troll general - 113
1752 - 370 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Troll general - 113
1757 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Troll general - 171
1758 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1760 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1767 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1769 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1770 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1771 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1772 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1773 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Dad - 101
1774 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Berry - 71
1775 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Berry - 71
1776 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Mountain troll - 71
1795 - 400 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Kalphite Worker - 28
1796 - 250 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Kalphite Soldier - 85
1797 - 250 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Kalphite Guardian - 141
1802 - 600 -1 -1 -1 4 1 60 260 MELEE -1 -1 AGRESSIVE
//Kalphite Worker - 28
1812 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Kalphite Guardian - 141
1813 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Kalphite Queen - 333
1814 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Kalphite Queen - 333
1815 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//The Shaikahan - 83
1816 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Rabbit - 2
1817 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Rabbit - 2
1822 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Rabbit - 2
1823 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Grizzly bear - 42
1824 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Grizzly bear cub - 33
1825 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Grizzly bear cub - 36
1827 - 1050 -1 -1 -1 5 1 60 119 MELEE -1 -1 AGRESSIVE
//Tyras guard - 110
1828 - 1000 -1 -1 -1 5 1 60 94 MELEE -1 -1 PASSIVE
//Tyras guard - 110
1829 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Tyras guard - 110
1831 - 230 -1 -1 -1 5 1 60 27 MELEE -1 -1 PASSIVE
//Ghoul - 42
1832 - 50 -1 -1 -1 5 1 60 10 MELEE -1 -1 PASSIVE
//Leech - 52
1851 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Myre Blamish Snail - 9
1852 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Bruise Blamish Snail - 20
1854 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Myre Blamish Snail - 10
1855 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Bruise Blamish Snail - 20
