//Unpacked NPC drops dump - by Emperor
//When setting "isRare" to true; it will create a drop with all values set to 0.
//Format: [npcId]: itemId, rate, min-amt, max-amt, isRare
[13195]: 874, 86.0, 1, 1, false
[13195]: 5658, 98.0, 1, 1, false
[13195]: 5665, 71.0, 1, 1, false
[13195]: 1329, 60.0, 1, 1, false
[13195]: 379, 55.0, 1, 1, false
[13195]: 1331, 60.0, 1, 1, false
[13195]: 1333, 49.0, 1, 1, false
[13195]: 4587, 30.0, 1, 1, false
[8834]: 451, 100.0, 3, 3, false
[8834]: 1617, 100.0, 8, 8, false
[8834]: 565, 100.0, 125, 125, false
[8834]: 4698, 100.0, 125, 125, false
[8833]: 15263, 100.0, 1, 5, false
[8833]: 4698, 91.0, 8, 8, false
[8833]: 560, 65.0, 8, 8, false
[8833]: 561, 43.0, 3, 8, false
[8833]: 444, 92.0, 3, 3, false
[8833]: 453, 85.0, 3, 3, false
[8833]: 447, 77.0, 3, 3, false
[8833]: 449, 75.0, 1, 1, false
[8833]: 442, 51.0, 3, 3, false
[8833]: 1761, 7.0, 3, 3, false
[8833]: 451, 4.0, 1, 1, false
[8833]: 1623, 71.0, 1, 1, false
[8833]: 1621, 70.0, 1, 1, false
[8833]: 1619, 68.0, 1, 1, false
[8833]: 1617, 53.0, 1, 1, false
[8833]: 1273, 59.0, 1, 1, false
[8833]: 1271, 25.0, 1, 1, false
[8833]: 1275, 2.0, 1, 1, false
[224]: 526, 100.0, 1, 1, false
[224]: 2134, 100.0, 1, 1, false
[8832]: 15263, 100.0, 1, 5, false
[8832]: 4698, 80.0, 1, 3, false
[8832]: 561, 46.0, 1, 4, false
[8832]: 560, 40.0, 1, 3, false
[8832]: 454, 85.0, 3, 3, false
[8832]: 445, 79.0, 3, 3, false
[8832]: 448, 84.0, 3, 3, false
[8832]: 450, 70.0, 1, 1, false
[8832]: 443, 70.0, 3, 3, false
[8832]: 1762, 86.0, 3, 8, false
[8832]: 1624, 94.0, 1, 1, false
[8832]: 1622, 79.0, 1, 1, false
[8832]: 1620, 60.0, 1, 1, false
[8832]: 1995, 1.0, 1, 1, false
[8832]: 1271, 44.0, 1, 1, false
[8832]: 1273, 46.0, 1, 1, false
[8862]: 526, 100.0, 1, 1, false
[8862]: 1203, 75.0, 1, 1, false
[8862]: 1139, 80.0, 1, 1, false
[8862]: 882, 85.0, 1, 4, false
[8862]: 1277, 97.0, 1, 1, false
[8862]: 877, 93.0, 8, 8, false
[8862]: 556, 74.0, 1, 1, false
[8862]: 1237, 67.0, 1, 1, false
[8862]: 1173, 57.0, 1, 1, false
[8862]: 1103, 61.0, 1, 1, false
[8862]: 1351, 33.0, 1, 1, false
[8862]: 825, 34.0, 5, 5, false
[8862]: 1189, 45.0, 1, 1, false
[8862]: 1321, 37.0, 1, 1, false
[8862]: 1007, 29.0, 1, 1, false
[8862]: 1203, 30.0, 1, 1, false
[8862]: 884, 27.0, 1, 3, false
[8862]: 1153, 30.0, 1, 1, false
[8862]: 556, 78.0, 1, 2, false
[8862]: 557, 83.0, 4, 4, false
[8862]: 559, 93.0, 7, 7, false
[8862]: 555, 93.0, 6, 6, false
[8862]: 558, 55.0, 2, 6, false
[8862]: 565, 43.0, 1, 1, false
[8862]: 562, 27.0, 1, 1, false
[8862]: 561, 1.0, 1, 1, false
[8862]: 199, 57.0, 1, 1, false
[8862]: 201, 73.0, 1, 1, false
[8862]: 203, 55.0, 1, 1, false
[8862]: 205, 61.0, 1, 1, false
[8862]: 207, 29.0, 1, 1, false
[8862]: 209, 37.0, 1, 1, false
[8862]: 211, 37.0, 1, 1, false
[8862]: 213, 46.0, 1, 1, false
[8862]: 215, 45.0, 1, 1, false
[8862]: 2485, 48.0, 1, 1, false
[8862]: 217, 26.0, 1, 1, false
[8862]: 1438, 91.0, 1, 1, false
[8862]: 1917, 81.0, 1, 1, false
[8862]: 2307, 79.0, 1, 1, false
[8862]: 1965, 93.0, 1, 1, false
[8862]: 526, 50.0, 1, 1, false
[8862]: 995, 97.0, 1, 1, false
[8862]: 288, 63.0, 1, 1, false
[8862]: 1987, 71.0, 1, 1, false
[8862]: 2138, 57.0, 1, 1, false
[8862]: 1009, 41.0, 1, 1, false
[8862]: 1440, 31.0, 1, 1, false
[8862]: 946, 47.0, 1, 1, false
[8862]: 1448, 43.0, 1, 1, false
[8862]: 438, 2.0, 1, 1, false
[13230]: 526, 50.0, 1, 1, false
[13230]: 1353, 80.0, 1, 1, false
[13230]: 1325, 96.0, 1, 1, false
[13230]: 1157, 94.0, 1, 1, false
[13230]: 1313, 61.0, 1, 1, false
[13230]: 1195, 3.0, 1, 1, false
[13230]: 1181, 60.0, 1, 1, false
[13230]: 1109, 60.0, 1, 1, false
[13230]: 1147, 39.0, 1, 1, false
[13230]: 1247, 36.0, 1, 1, false
[13230]: 830, 3.0, 5, 5, false
[13230]: 1249, 7.0, 1, 1, false
[13230]: 2366, 4.0, 1, 1, false
[13230]: 554, 89.0, 30, 60, false
[13230]: 562, 86.0, 7, 24, false
[13230]: 560, 67.0, 3, 24, false
[13230]: 1623, 72.0, 1, 1, false
[13230]: 1621, 68.0, 1, 1, false
[13230]: 1619, 49.0, 1, 1, false
[13230]: 1617, 1.0, 1, 1, false
[13230]: 199, 52.0, 1, 1, false
[13230]: 203, 29.0, 1, 1, false
[13230]: 201, 36.0, 1, 1, false
[13230]: 205, 33.0, 1, 1, false
[13230]: 209, 41.0, 1, 1, false
[13230]: 217, 35.0, 1, 1, false
[13230]: 207, 54.0, 1, 1, false
[13230]: 211, 33.0, 1, 1, false
[13230]: 213, 49.0, 1, 1, false
[13230]: 215, 54.0, 1, 1, false
[13230]: 2485, 50.0, 1, 1, false
[13230]: 995, 86.0, 1, 10, false
[13230]: 445, 58.0, 1, 1, false
[13230]: 1993, 94.0, 1, 1, false
[13230]: 987, 32.0, 1, 1, false
[13230]: 985, 32.0, 1, 1, false
[13230]: 1448, 8.0, 1, 1, false
[13230]: 1462, 6.0, 1, 1, false
[13230]: 1452, 8.0, 1, 1, false
[13230]: 1454, 7.0, 1, 1, false
[13230]: 0, 0.0, 0, 0, true
[13229]: 526, 50.0, 1, 1, false
[13229]: 1353, 77.0, 1, 1, false
[13229]: 1325, 89.0, 1, 1, false
[13229]: 1157, 75.0, 1, 1, false
[13229]: 1313, 66.0, 1, 1, false
[13229]: 1195, 61.0, 1, 1, false
[13229]: 1181, 67.0, 1, 1, false
[13229]: 1109, 74.0, 1, 1, false
[13229]: 1147, 30.0, 1, 1, false
[13229]: 1247, 45.0, 1, 1, false
[13229]: 830, 6.0, 5, 5, false
[13229]: 1249, 2.0, 1, 1, false
[13229]: 2366, 3.0, 1, 1, false
[13229]: 554, 85.0, 30, 60, false
[13229]: 562, 95.0, 7, 24, false
[13229]: 560, 66.0, 3, 24, false
[13229]: 1623, 66.0, 1, 1, false
[13229]: 1621, 62.0, 1, 1, false
[13229]: 1619, 47.0, 1, 1, false
[13229]: 1617, 5.0, 1, 1, false
[13229]: 199, 51.0, 1, 1, false
[13229]: 203, 54.0, 1, 1, false
[13229]: 201, 36.0, 1, 1, false
[13229]: 205, 28.0, 1, 1, false
[13229]: 209, 42.0, 1, 1, false
[13229]: 217, 49.0, 1, 1, false
[13229]: 207, 27.0, 1, 1, false
[13229]: 211, 48.0, 1, 1, false
[13229]: 213, 48.0, 1, 1, false
[13229]: 215, 42.0, 1, 1, false
[13229]: 2485, 32.0, 1, 1, false
[13229]: 995, 95.0, 1, 10, false
[13229]: 445, 58.0, 1, 1, false
[13229]: 1993, 94.0, 1, 1, false
[13229]: 987, 34.0, 1, 1, false
[13229]: 985, 39.0, 1, 1, false
[13229]: 1448, 9.0, 1, 1, false
[13229]: 1462, 4.0, 1, 1, false
[13229]: 1452, 8.0, 1, 1, false
[13229]: 1454, 6.0, 1, 1, false
[13229]: 0, 0.0, 0, 0, true
[4546]: 526, 100.0, 1, 1, false
[4546]: 1025, 70.0, 1, 1, false
[275]: 526, 100.0, 1, 1, false
[9075]: 526, 50.0, 1, 1, false
[9075]: 1277, 87.0, 1, 1, false
[9075]: 1351, 80.0, 1, 1, false
[9075]: 1349, 80.0, 1, 1, false
[9075]: 1265, 93.0, 1, 1, false
[9075]: 1267, 97.0, 1, 1, false
[9075]: 1353, 26.0, 1, 1, false
[9075]: 1269, 41.0, 1, 1, false
[9075]: 1383, 35.0, 1, 1, false
[9075]: 1381, 48.0, 1, 1, false
[9075]: 830, 36.0, 5, 5, false
[9075]: 882, 87.0, 2, 5, false
[9075]: 884, 75.0, 1, 5, false
[9075]: 886, 81.0, 1, 1, false
[9075]: 877, 89.0, 1, 1, false
[9075]: 556, 87.0, 1, 1, false
[9075]: 555, 77.0, 1, 1, false
[9075]: 562, 38.0, 1, 1, false
[9075]: 560, 26.0, 1, 1, false
[9075]: 1139, 89.0, 1, 1, false
[9075]: 1155, 81.0, 1, 1, false
[9075]: 1101, 98.0, 1, 1, false
[9075]: 1141, 72.0, 1, 1, false
[9075]: 288, 9.0, 1, 1, false
[9075]: 1623, 90.0, 1, 1, false
[9075]: 1621, 84.0, 1, 1, false
[9075]: 1619, 83.0, 1, 1, false
[9075]: 1617, 93.0, 1, 1, false
[9075]: 442, 77.0, 1, 1, false
[9075]: 2355, 77.0, 1, 1, false
[9075]: 1993, 71.0, 1, 1, false
[9075]: 1913, 49.0, 1, 1, false
[9075]: 1891, 47.0, 1, 1, false
[9075]: 1917, 34.0, 1, 1, false
[9075]: 6691, 29.0, 1, 1, false
[9075]: 193, 50.0, 1, 1, false
[9075]: 6794, 6.0, 1, 1, false
[9075]: 995, 96.0, 1, 1, false
[9075]: 1718, 67.0, 1, 1, false
[9075]: 1444, 58.0, 1, 1, false
[9075]: 1716, 96.0, 1, 1, false
[9075]: 542, 27.0, 1, 1, false
[9075]: 542, 33.0, 1, 1, false
[9075]: 987, 27.0, 1, 1, false
[9075]: 985, 55.0, 1, 1, false
[9075]: 1462, 2.0, 1, 1, false
[9075]: 2366, 4.0, 1, 1, false
[9075]: 0, 0.0, 0, 0, true
[274]: 526, 100.0, 1, 1, false
[9074]: 526, 50.0, 1, 1, false
[9074]: 1277, 95.0, 1, 1, false
[9074]: 1351, 90.0, 1, 1, false
[9074]: 1349, 83.0, 1, 1, false
[9074]: 1265, 76.0, 1, 1, false
[9074]: 1267, 89.0, 1, 1, false
[9074]: 1353, 51.0, 1, 1, false
[9074]: 1269, 46.0, 1, 1, false
[9074]: 1383, 48.0, 1, 1, false
[9074]: 1381, 44.0, 1, 1, false
[9074]: 830, 44.0, 5, 5, false
[9074]: 882, 98.0, 2, 5, false
[9074]: 884, 99.0, 1, 5, false
[9074]: 886, 76.0, 1, 1, false
[9074]: 877, 92.0, 1, 1, false
[9074]: 556, 83.0, 1, 1, false
[9074]: 555, 92.0, 1, 1, false
[9074]: 562, 52.0, 1, 1, false
[9074]: 560, 34.0, 1, 1, false
[9074]: 1139, 84.0, 1, 1, false
[9074]: 1155, 88.0, 1, 1, false
[9074]: 1101, 77.0, 1, 1, false
[9074]: 1141, 60.0, 1, 1, false
[9074]: 288, 9.0, 1, 1, false
[9074]: 1623, 96.0, 1, 1, false
[9074]: 1621, 93.0, 1, 1, false
[9074]: 1619, 85.0, 1, 1, false
[9074]: 1617, 93.0, 1, 1, false
[9074]: 442, 77.0, 1, 1, false
[9074]: 2355, 89.0, 1, 1, false
[9074]: 1993, 56.0, 1, 1, false
[9074]: 1913, 51.0, 1, 1, false
[9074]: 1891, 30.0, 1, 1, false
[9074]: 1917, 40.0, 1, 1, false
[9074]: 6691, 44.0, 1, 1, false
[9074]: 193, 33.0, 1, 1, false
[9074]: 6794, 5.0, 1, 1, false
[9074]: 995, 95.0, 1, 1, false
[9074]: 1718, 64.0, 1, 1, false
[9074]: 1444, 69.0, 1, 1, false
[9074]: 1716, 97.0, 1, 1, false
[9074]: 542, 32.0, 1, 1, false
[9074]: 542, 44.0, 1, 1, false
[9074]: 987, 54.0, 1, 1, false
[9074]: 985, 2.0, 1, 1, false
[9074]: 1462, 3.0, 1, 1, false
[9074]: 2366, 6.0, 1, 1, false
[9074]: 0, 0.0, 0, 0, true
[9073]: 526, 50.0, 1, 1, false
[9073]: 1277, 76.0, 1, 1, false
[9073]: 1351, 75.0, 1, 1, false
[9073]: 1349, 95.0, 1, 1, false
[9073]: 1265, 87.0, 1, 1, false
[9073]: 1267, 97.0, 1, 1, false
[9073]: 1353, 48.0, 1, 1, false
[9073]: 1269, 25.0, 1, 1, false
[9073]: 1383, 34.0, 1, 1, false
[9073]: 1381, 47.0, 1, 1, false
[9073]: 830, 53.0, 5, 5, false
[9073]: 882, 97.0, 2, 5, false
[9073]: 884, 84.0, 1, 5, false
[9073]: 886, 89.0, 1, 1, false
[9073]: 877, 94.0, 1, 1, false
[9073]: 556, 84.0, 1, 1, false
[9073]: 555, 97.0, 1, 1, false
[9073]: 562, 35.0, 1, 1, false
[9073]: 560, 46.0, 1, 1, false
[9073]: 1139, 86.0, 1, 1, false
[9073]: 1155, 98.0, 1, 1, false
[9073]: 1101, 96.0, 1, 1, false
[9073]: 1141, 74.0, 1, 1, false
[9073]: 288, 1.0, 1, 1, false
[9073]: 1623, 78.0, 1, 1, false
[9073]: 1621, 80.0, 1, 1, false
[9073]: 1619, 95.0, 1, 1, false
[9073]: 1617, 96.0, 1, 1, false
[9073]: 442, 98.0, 1, 1, false
[9073]: 2355, 96.0, 1, 1, false
[9073]: 1993, 73.0, 1, 1, false
[9073]: 1913, 43.0, 1, 1, false
[9073]: 1891, 42.0, 1, 1, false
[9073]: 1917, 50.0, 1, 1, false
[9073]: 6691, 33.0, 1, 1, false
[9073]: 193, 45.0, 1, 1, false
[9073]: 6794, 1.0, 1, 1, false
[9073]: 995, 82.0, 1, 1, false
[9073]: 1718, 68.0, 1, 1, false
[9073]: 1444, 55.0, 1, 1, false
[9073]: 1716, 81.0, 1, 1, false
[9073]: 542, 39.0, 1, 1, false
[9073]: 542, 37.0, 1, 1, false
[9073]: 987, 37.0, 1, 1, false
[9073]: 985, 7.0, 1, 1, false
[9073]: 1462, 5.0, 1, 1, false
[9073]: 2366, 5.0, 1, 1, false
[9073]: 0, 0.0, 0, 0, true
[9072]: 526, 50.0, 1, 1, false
[9072]: 1277, 83.0, 1, 1, false
[9072]: 1351, 84.0, 1, 1, false
[9072]: 1349, 97.0, 1, 1, false
[9072]: 1265, 75.0, 1, 1, false
[9072]: 1267, 90.0, 1, 1, false
[9072]: 1353, 47.0, 1, 1, false
[9072]: 1269, 47.0, 1, 1, false
[9072]: 1383, 36.0, 1, 1, false
[9072]: 1381, 35.0, 1, 1, false
[9072]: 830, 45.0, 5, 5, false
[9072]: 882, 90.0, 2, 5, false
[9072]: 884, 89.0, 1, 5, false
[9072]: 886, 82.0, 1, 1, false
[9072]: 877, 90.0, 1, 1, false
[9072]: 556, 91.0, 1, 1, false
[9072]: 555, 93.0, 1, 1, false
[9072]: 562, 50.0, 1, 1, false
[9072]: 560, 35.0, 1, 1, false
[9072]: 1139, 94.0, 1, 1, false
[9072]: 1155, 78.0, 1, 1, false
[9072]: 1101, 92.0, 1, 1, false
[9072]: 1141, 62.0, 1, 1, false
[9072]: 288, 2.0, 1, 1, false
[9072]: 1623, 98.0, 1, 1, false
[9072]: 1621, 76.0, 1, 1, false
[9072]: 1619, 94.0, 1, 1, false
[9072]: 1617, 76.0, 1, 1, false
[9072]: 442, 78.0, 1, 1, false
[9072]: 2355, 85.0, 1, 1, false
[9072]: 1993, 57.0, 1, 1, false
[9072]: 1913, 50.0, 1, 1, false
[9072]: 1891, 48.0, 1, 1, false
[9072]: 1917, 26.0, 1, 1, false
[9072]: 6691, 44.0, 1, 1, false
[9072]: 193, 47.0, 1, 1, false
[9072]: 6794, 7.0, 1, 1, false
[9072]: 995, 80.0, 1, 1, false
[9072]: 1718, 59.0, 1, 1, false
[9072]: 1444, 59.0, 1, 1, false
[9072]: 1716, 75.0, 1, 1, false
[9072]: 542, 51.0, 1, 1, false
[9072]: 542, 50.0, 1, 1, false
[9072]: 987, 53.0, 1, 1, false
[9072]: 985, 1.0, 1, 1, false
[9072]: 1462, 3.0, 1, 1, false
[9072]: 2366, 1.0, 1, 1, false
[9072]: 0, 0.0, 0, 0, true
[9076]: 526, 50.0, 1, 1, false
[9076]: 1277, 98.0, 1, 1, false
[9076]: 1351, 94.0, 1, 1, false
[9076]: 1349, 95.0, 1, 1, false
[9076]: 1265, 83.0, 1, 1, false
[9076]: 1267, 99.0, 1, 1, false
[9076]: 1353, 37.0, 1, 1, false
[9076]: 1269, 28.0, 1, 1, false
[9076]: 1383, 40.0, 1, 1, false
[9076]: 1381, 28.0, 1, 1, false
[9076]: 830, 33.0, 5, 5, false
[9076]: 882, 99.0, 2, 5, false
[9076]: 884, 94.0, 1, 5, false
[9076]: 886, 90.0, 1, 1, false
[9076]: 877, 86.0, 1, 1, false
[9076]: 556, 76.0, 1, 1, false
[9076]: 555, 75.0, 1, 1, false
[9076]: 562, 49.0, 1, 1, false
[9076]: 560, 32.0, 1, 1, false
[9076]: 1139, 80.0, 1, 1, false
[9076]: 1155, 81.0, 1, 1, false
[9076]: 1101, 88.0, 1, 1, false
[9076]: 1141, 61.0, 1, 1, false
[9076]: 288, 9.0, 1, 1, false
[9076]: 1623, 82.0, 1, 1, false
[9076]: 1621, 82.0, 1, 1, false
[9076]: 1619, 79.0, 1, 1, false
[9076]: 1617, 95.0, 1, 1, false
[9076]: 442, 87.0, 1, 1, false
[9076]: 2355, 90.0, 1, 1, false
[9076]: 1993, 72.0, 1, 1, false
[9076]: 1913, 43.0, 1, 1, false
[9076]: 1891, 40.0, 1, 1, false
[9076]: 1917, 42.0, 1, 1, false
[9076]: 6691, 36.0, 1, 1, false
[9076]: 193, 52.0, 1, 1, false
[9076]: 6794, 7.0, 1, 1, false
[9076]: 995, 82.0, 1, 1, false
[9076]: 1718, 59.0, 1, 1, false
[9076]: 1444, 71.0, 1, 1, false
[9076]: 1716, 75.0, 1, 1, false
[9076]: 542, 47.0, 1, 1, false
[9076]: 542, 32.0, 1, 1, false
[9076]: 987, 38.0, 1, 1, false
[9076]: 985, 1.0, 1, 1, false
[9076]: 1462, 2.0, 1, 1, false
[9076]: 2366, 9.0, 1, 1, false
[9076]: 0, 0.0, 0, 0, true
[9082]: 526, 100.0, 1, 1, false
[281]: 526, 100.0, 1, 1, false
[9087]: 1311, 92.0, 1, 1, false
[9087]: 1365, 98.0, 1, 1, false
[9087]: 1353, 95.0, 1, 1, false
[9087]: 4153, 40.0, 1, 1, false
[9087]: 1247, 55.0, 1, 1, false
[9087]: 1163, 72.0, 1, 1, false
[9087]: 4129, 74.0, 1, 1, false
[9087]: 1157, 40.0, 1, 1, false
[9087]: 4091, 46.0, 1, 1, false
[9087]: 2366, 5.0, 1, 1, false
[9087]: 554, 81.0, 37, 75, false
[9087]: 562, 99.0, 15, 15, false
[9087]: 560, 72.0, 5, 5, false
[9087]: 1623, 65.0, 1, 1, false
[9087]: 1621, 64.0, 1, 1, false
[9087]: 1619, 73.0, 1, 1, false
[9087]: 1617, 38.0, 1, 1, false
[9087]: 995, 96.0, 11, 460, false
[9087]: 7937, 57.0, 35, 35, false
[9087]: 2359, 66.0, 3, 3, false
[9087]: 2353, 72.0, 3, 3, false
[9087]: 2357, 60.0, 1, 1, false
[9087]: 1734, 60.0, 10, 10, false
[9087]: 987, 53.0, 1, 1, false
[9087]: 985, 39.0, 1, 1, false
[9087]: 0, 0.0, 0, 0, true
[9086]: 526, 50.0, 1, 1, false
[9086]: 1283, 85.0, 1, 1, false
[9086]: 1361, 90.0, 1, 1, false
[9086]: 1365, 81.0, 1, 1, false
[9086]: 1215, 45.0, 1, 1, false
[9086]: 1373, 48.0, 1, 1, false
[9086]: 1319, 38.0, 1, 1, false
[9086]: 4151, 39.0, 1, 1, false
[9086]: 1197, 57.0, 1, 1, false
[9086]: 1113, 64.0, 1, 1, false
[9086]: 1147, 70.0, 1, 1, false
[9086]: 1185, 31.0, 1, 1, false
[9086]: 1201, 7.0, 1, 1, false
[9086]: 1149, 6.0, 1, 1, false
[9086]: 199, 83.0, 1, 1, false
[9086]: 201, 87.0, 1, 1, false
[9086]: 203, 81.0, 1, 1, false
[9086]: 205, 63.0, 1, 1, false
[9086]: 207, 69.0, 1, 1, false
[9086]: 209, 69.0, 1, 1, false
[9086]: 211, 59.0, 1, 1, false
[9086]: 215, 55.0, 1, 1, false
[9086]: 2485, 56.0, 1, 1, false
[9086]: 213, 57.0, 1, 1, false
[9086]: 217, 65.0, 1, 1, false
[9086]: 556, 75.0, 50, 50, false
[9086]: 565, 88.0, 7, 50, false
[9086]: 562, 91.0, 10, 10, false
[9086]: 563, 93.0, 3, 45, false
[9086]: 560, 46.0, 45, 45, false
[9086]: 561, 32.0, 66, 66, false
[9086]: 1454, 69.0, 1, 1, false
[9086]: 995, 93.0, 1, 9, false
[9086]: 379, 87.0, 1, 1, false
[9086]: 7937, 81.0, 60, 60, false
[9086]: 526, 50.0, 1, 1, false
[9086]: 133, 66.0, 1, 1, false
[9086]: 526, 50.0, 1, 1, false
[9086]: 0, 0.0, 0, 0, true
[9066]: 526, 50.0, 1, 1, false
[9066]: 1277, 92.0, 1, 1, false
[9066]: 1351, 86.0, 1, 1, false
[9066]: 1349, 97.0, 1, 1, false
[9066]: 1265, 98.0, 1, 1, false
[9066]: 1267, 86.0, 1, 1, false
[9066]: 1353, 41.0, 1, 1, false
[9066]: 1269, 36.0, 1, 1, false
[9066]: 1383, 48.0, 1, 1, false
[9066]: 1381, 50.0, 1, 1, false
[9066]: 830, 33.0, 5, 5, false
[9066]: 882, 85.0, 2, 5, false
[9066]: 884, 84.0, 1, 5, false
[9066]: 886, 77.0, 1, 1, false
[9066]: 877, 86.0, 1, 1, false
[9066]: 556, 82.0, 1, 1, false
[9066]: 555, 90.0, 1, 1, false
[9066]: 562, 29.0, 1, 1, false
[9066]: 560, 35.0, 1, 1, false
[9066]: 1139, 79.0, 1, 1, false
[9066]: 1155, 87.0, 1, 1, false
[9066]: 1101, 96.0, 1, 1, false
[9066]: 1141, 66.0, 1, 1, false
[9066]: 288, 8.0, 1, 1, false
[9066]: 1623, 81.0, 1, 1, false
[9066]: 1621, 94.0, 1, 1, false
[9066]: 1619, 94.0, 1, 1, false
[9066]: 1617, 88.0, 1, 1, false
[9066]: 442, 79.0, 1, 1, false
[9066]: 2355, 89.0, 1, 1, false
[9066]: 1993, 55.0, 1, 1, false
[9066]: 1913, 48.0, 1, 1, false
[9066]: 1891, 50.0, 1, 1, false
[9066]: 1917, 48.0, 1, 1, false
[9066]: 6691, 32.0, 1, 1, false
[9066]: 193, 47.0, 1, 1, false
[9066]: 6794, 2.0, 1, 1, false
[9066]: 995, 83.0, 1, 1, false
[9066]: 1718, 63.0, 1, 1, false
[9066]: 1444, 67.0, 1, 1, false
[9066]: 1716, 79.0, 1, 1, false
[9066]: 542, 42.0, 1, 1, false
[9066]: 542, 42.0, 1, 1, false
[9066]: 987, 38.0, 1, 1, false
[9066]: 985, 1.0, 1, 1, false
[9066]: 1462, 3.0, 1, 1, false
[9066]: 2366, 2.0, 1, 1, false
[9066]: 0, 0.0, 0, 0, true
[9067]: 526, 50.0, 1, 1, false
[9067]: 1277, 82.0, 1, 1, false
[9067]: 1351, 96.0, 1, 1, false
[9067]: 1349, 98.0, 1, 1, false
[9067]: 1265, 96.0, 1, 1, false
[9067]: 1267, 82.0, 1, 1, false
[9067]: 1353, 44.0, 1, 1, false
[9067]: 1269, 31.0, 1, 1, false
[9067]: 1383, 28.0, 1, 1, false
[9067]: 1381, 28.0, 1, 1, false
[9067]: 830, 39.0, 5, 5, false
[9067]: 882, 83.0, 2, 5, false
[9067]: 884, 94.0, 1, 5, false
[9067]: 886, 99.0, 1, 1, false
[9067]: 877, 81.0, 1, 1, false
[9067]: 556, 90.0, 1, 1, false
[9067]: 555, 86.0, 1, 1, false
[9067]: 562, 29.0, 1, 1, false
[9067]: 560, 52.0, 1, 1, false
[9067]: 1139, 96.0, 1, 1, false
[9067]: 1155, 95.0, 1, 1, false
[9067]: 1101, 92.0, 1, 1, false
[9067]: 1141, 56.0, 1, 1, false
[9067]: 288, 3.0, 1, 1, false
[9067]: 1623, 93.0, 1, 1, false
[9067]: 1621, 90.0, 1, 1, false
[9067]: 1619, 96.0, 1, 1, false
[9067]: 1617, 81.0, 1, 1, false
[9067]: 442, 83.0, 1, 1, false
[9067]: 2355, 76.0, 1, 1, false
[9067]: 1993, 58.0, 1, 1, false
[9067]: 1913, 38.0, 1, 1, false
[9067]: 1891, 32.0, 1, 1, false
[9067]: 1917, 53.0, 1, 1, false
[9067]: 6691, 33.0, 1, 1, false
[9067]: 193, 49.0, 1, 1, false
[9067]: 6794, 9.0, 1, 1, false
[9067]: 995, 87.0, 1, 1, false
[9067]: 1718, 65.0, 1, 1, false
[9067]: 1444, 60.0, 1, 1, false
[9067]: 1716, 78.0, 1, 1, false
[9067]: 542, 41.0, 1, 1, false
[9067]: 542, 47.0, 1, 1, false
[9067]: 987, 35.0, 1, 1, false
[9067]: 985, 2.0, 1, 1, false
[9067]: 1462, 1.0, 1, 1, false
[9067]: 2366, 5.0, 1, 1, false
[9067]: 0, 0.0, 0, 0, true
[9068]: 526, 50.0, 1, 1, false
[9068]: 1277, 79.0, 1, 1, false
[9068]: 1351, 80.0, 1, 1, false
[9068]: 1349, 79.0, 1, 1, false
[9068]: 1265, 82.0, 1, 1, false
[9068]: 1267, 91.0, 1, 1, false
[9068]: 1353, 27.0, 1, 1, false
[9068]: 1269, 33.0, 1, 1, false
[9068]: 1383, 38.0, 1, 1, false
[9068]: 1381, 41.0, 1, 1, false
[9068]: 830, 32.0, 5, 5, false
[9068]: 882, 98.0, 2, 5, false
[9068]: 884, 96.0, 1, 5, false
[9068]: 886, 92.0, 1, 1, false
[9068]: 877, 99.0, 1, 1, false
[9068]: 556, 93.0, 1, 1, false
[9068]: 555, 88.0, 1, 1, false
[9068]: 562, 51.0, 1, 1, false
[9068]: 560, 35.0, 1, 1, false
[9068]: 1139, 92.0, 1, 1, false
[9068]: 1155, 87.0, 1, 1, false
[9068]: 1101, 91.0, 1, 1, false
[9068]: 1141, 71.0, 1, 1, false
[9068]: 288, 1.0, 1, 1, false
[9068]: 1623, 87.0, 1, 1, false
[9068]: 1621, 93.0, 1, 1, false
[9068]: 1619, 96.0, 1, 1, false
[9068]: 1617, 96.0, 1, 1, false
[9068]: 442, 81.0, 1, 1, false
[9068]: 2355, 79.0, 1, 1, false
[9068]: 1993, 61.0, 1, 1, false
[9068]: 1913, 51.0, 1, 1, false
[9068]: 1891, 25.0, 1, 1, false
[9068]: 1917, 26.0, 1, 1, false
[9068]: 6691, 30.0, 1, 1, false
[9068]: 193, 40.0, 1, 1, false
[9068]: 6794, 8.0, 1, 1, false
[9068]: 995, 87.0, 1, 1, false
[9068]: 1718, 55.0, 1, 1, false
[9068]: 1444, 67.0, 1, 1, false
[9068]: 1716, 75.0, 1, 1, false
[9068]: 542, 47.0, 1, 1, false
[9068]: 542, 35.0, 1, 1, false
[9068]: 987, 50.0, 1, 1, false
[9068]: 985, 9.0, 1, 1, false
[9068]: 1462, 5.0, 1, 1, false
[9068]: 2366, 67.0, 1, 1, false
[9068]: 0, 0.0, 0, 0, true
[269]: 526, 100.0, 1, 1, false
[9069]: 526, 50.0, 1, 1, false
[9069]: 1277, 77.0, 1, 1, false
[9069]: 1351, 85.0, 1, 1, false
[9069]: 1349, 93.0, 1, 1, false
[9069]: 1265, 84.0, 1, 1, false
[9069]: 1267, 90.0, 1, 1, false
[9069]: 1353, 33.0, 1, 1, false
[9069]: 1269, 43.0, 1, 1, false
